"id","title","author","url","status","open_time","close_time","reviewers"
"3837","Revert ""Dispatch commands to both UIManagers from both renderers (#17…","TheSavior","https://github.com/facebook/react/pull/17232","Merged","31/10/2019 00:46:34",,"[""yungsters"", ""sebmarkbage""]"
"3838","fix: make serializable data in react-devtools","nutboltu","https://github.com/facebook/react/pull/17233","Merged","31/10/2019 03:45:24",,"[""bvaughn""]"
"3839","[Flight] Add Client Infrastructure","sebmarkbage","https://github.com/facebook/react/pull/17234","Merged","31/10/2019 05:20:48",,"[""gaearon""]"
"3840","Don't export (undefined) React in main.js","sophiebits","https://github.com/facebook/react/pull/1724","Merged","19/6/2014 18:42:02",,"[]"
"3841","Silly PR to test if CodeSandbox CI works","acdlite","https://github.com/facebook/react/pull/17241","Closed","31/10/2019 18:16:11",,"[]"
"3842","Codemod tests to it.experimental","acdlite","https://github.com/facebook/react/pull/17243","Merged","31/10/2019 21:36:53",,"[""gaearon""]"
"3843","Add preload() to React.lazy","mjackson","https://github.com/facebook/react/pull/17245","Closed","31/10/2019 23:55:20",,"[""acdlite"", ""sebmarkbage""]"
"3844","[Flight] Move around the Server side a bit","sebmarkbage","https://github.com/facebook/react/pull/17251","Merged","1/11/2019 19:36:34",,"[""gaearon""]"
"3845","[Scheduler] Delete old rAF implementation","acdlite","https://github.com/facebook/react/pull/17252","Merged","1/11/2019 20:17:09",,"[""sebmarkbage"", ""gaearon""]"
"3846","Don't show empty (no work) commits in Profiler","bvaughn","https://github.com/facebook/react/pull/17253","Merged","1/11/2019 20:53:52",,"[""acdlite"", ""sebmarkbage""]"
"3847","[eslint] Check forwardRef callbacks","dprgarner","https://github.com/facebook/react/pull/17255","Merged","2/11/2019 11:57:51",,"[""eps1lon"", ""gaearon""]"
"3848","Avoid bundling in ponyfill for Object.assign in use-subscription package","Andarist","https://github.com/facebook/react/pull/17259","Merged","4/11/2019 12:00:30",,"[""bvaughn""]"
"3849","[react-dom] window.getComputedStyle for robust way to extract vendor prefixed event names. Closes: #17290","sulmanen","https://github.com/facebook/react/pull/17262","Closed","4/11/2019 15:43:41",,"[]"
"3850","Types: findHostInstance_DEPRECATED returns React.ElementRef<HostComponent<mixed>>","TheSavior","https://github.com/facebook/react/pull/17265","Merged","4/11/2019 17:59:58",,"[""gaearon""]"
"3851","[react-interactions] Prevent duplicate onPress firing for keyboard Enter","trueadm","https://github.com/facebook/react/pull/17266","Merged","4/11/2019 18:10:31",,"[""necolas""]"
"3852","Bailout without entering work loop for roots without work WIP","bvaughn","https://github.com/facebook/react/pull/17267","Closed","4/11/2019 19:09:03",,"[""acdlite"", ""sebmarkbage"", ""trueadm"", ""gaearon""]"
"3853","test undefined use typeof","ruanwz","https://github.com/facebook/react/pull/1727","Closed","21/6/2014 05:14:49",,"[]"
"3854","Remove debugRenderPhaseSideEffects flag","acdlite","https://github.com/facebook/react/pull/17270","Merged","4/11/2019 21:20:05",,"[""bvaughn""]"
"3855","Fix devtools displaying Anonymous for memo of ref-forwarding components","wsmd","https://github.com/facebook/react/pull/17274","Merged","5/11/2019 01:17:02",,"[""bvaughn""]"
"3856","Fix react-is memo and lazy type checks","bvaughn","https://github.com/facebook/react/pull/17278","Merged","5/11/2019 15:50:35",,"[""wsmd"", ""threepointone"", ""sebmarkbage"", ""gaearon"", ""lunaruan""]"
"3857","Update deepDiffer usage in React Native renderer","motiz88","https://github.com/facebook/react/pull/17282","Merged","5/11/2019 21:48:59",,"[""gaearon"", ""cpojer""]"
"3858","Added a DevTools store test for component names","bvaughn","https://github.com/facebook/react/pull/17283","Merged","5/11/2019 22:10:47",,"[""threepointone"", ""gaearon"", ""lunaruan""]"
"3859","[Failing tests] startTransition invalidates downstream memoizations","acdlite","https://github.com/facebook/react/pull/17284","Closed","6/11/2019 02:51:25",,"[]"
"3860","[Flight] Basic Streaming Suspense Support","sebmarkbage","https://github.com/facebook/react/pull/17285","Merged","6/11/2019 06:17:46",,"[""gaearon"", ""josephsavona""]"
"3861","[Flight] Better compat with http.createServer","gaearon","https://github.com/facebook/react/pull/17289","Merged","6/11/2019 16:26:03",,"[""sebmarkbage""]"
"3862","[react-interactions] Change unmount blur logic to a dedicated event","trueadm","https://github.com/facebook/react/pull/17291","Merged","6/11/2019 18:22:37",,"[""threepointone"", ""necolas"", ""sebmarkbage""]"
"3863","[react-interactions] Add optional searchNodes to Scope.queryAllNodes","trueadm","https://github.com/facebook/react/pull/17293","Merged","6/11/2019 20:37:02",,"[""tatermelon"", ""necolas"", ""threepointone""]"
"3864","Emphasis on single child.","chenglou","https://github.com/facebook/react/pull/173","Merged","6/7/2013 20:18:01",,"[]"
"3865","[RN] Hoist static deepDiffer options object","motiz88","https://github.com/facebook/react/pull/17303","Merged","7/11/2019 15:46:03",,"[""cpojer"", ""gaearon""]"
"3866","[Flight] Basic Integration Test","gaearon","https://github.com/facebook/react/pull/17307","Merged","7/11/2019 20:38:06",,"[""acdlite"", ""sebmarkbage""]"
"3867","Pass suspense config to startTransition instead of useTransition","acdlite","https://github.com/facebook/react/pull/17309","Closed","7/11/2019 23:39:01",,"[""sebmarkbage"", ""lunaruan""]"
"3868","Fix example for animation","waldreiter","https://github.com/facebook/react/pull/1731","Merged","22/6/2014 16:18:58",,"[]"
"3869","Link Flight fixture to CodeSandbox CI","acdlite","https://github.com/facebook/react/pull/17310","Closed","8/11/2019 01:15:55",,"[""sebmarkbage"", ""gaearon""]"
"3870","Fix missing file check","gaearon","https://github.com/facebook/react/pull/17315","Closed","8/11/2019 17:12:04",,"[""acdlite""]"
"3871","Add yarn build --unsafe-partial","gaearon","https://github.com/facebook/react/pull/17316","Merged","8/11/2019 17:45:32",,"[""bvaughn""]"
"3872","[Flight] End-to-End Fixture","gaearon","https://github.com/facebook/react/pull/17319","Merged","8/11/2019 20:27:38",,"[""sebmarkbage""]"
"3873","Add useOpaqueIdentifier Hook","lunaruan","https://github.com/facebook/react/pull/17322","Merged","8/11/2019 23:38:48",,"[""bvaughn"", ""Jessidhia"", ""necolas"", ""gaearon"", ""SimenB"", ""acdlite"", ""eps1lon"", ""sebmarkbage""]"
"3874","[Native] Add FeatureFlag to dispatch events with instance targets","TheSavior","https://github.com/facebook/react/pull/17323","Merged","9/11/2019 01:30:45",,"[""sebmarkbage"", ""yungsters""]"
"3875","Fix '__DEV__ is not defined' error in react-art fixture and change message to use 'yarn' over 'npm'","ScottMorse","https://github.com/facebook/react/pull/17327","Closed","9/11/2019 17:34:38",,"[]"
"3876","Warn when createRoot() is called on existing root","gaearon","https://github.com/facebook/react/pull/17328","Closed","9/11/2019 19:25:57",,"[""acdlite"", ""bvaughn"", ""sebmarkbage""]"
"3877","Warn when doing createRoot twice on the same node (another approach)","gaearon","https://github.com/facebook/react/pull/17329","Merged","10/11/2019 00:02:00",,"[""sebmarkbage""]"
"3878","Align root container onclick behavior with legacy mode","gaearon","https://github.com/facebook/react/pull/17330","Closed","10/11/2019 01:22:40",,"[""sebmarkbage""]"
"3879","Split ReactDOM entry point","gaearon","https://github.com/facebook/react/pull/17331","Merged","10/11/2019 02:47:44",,"[""acdlite"", ""sebmarkbage""]"
"3880","test: fix for #17066","aleclarson","https://github.com/facebook/react/pull/17335","Closed","10/11/2019 20:42:15",,"[]"
"3881","Add failing test for #17213","samcooke98","https://github.com/facebook/react/pull/17336","Closed","10/11/2019 23:32:22",,"[]"
"3882","Devtools React Profiler: Shrink flamegraph window's width to make room for scrollbar","gejimayu","https://github.com/facebook/react/pull/17339","Closed","11/11/2019 07:08:38",,"[""bvaughn""]"
"3883","[Fresh] Add options to configure RefreshReg and RefreshSig identifiers","vasiliicuhar","https://github.com/facebook/react/pull/17340","Merged","11/11/2019 11:22:40",,"[]"
"3884","[react-interactions] Expose host instance to Scope Query function","trueadm","https://github.com/facebook/react/pull/17341","Merged","11/11/2019 12:22:51",,"[""threepointone""]"
"3885","Change legacy-events plugin nativeEventTarget to allow null","TheSavior","https://github.com/facebook/react/pull/17344","Merged","11/11/2019 18:55:25",,"[""sebmarkbage""]"
"3886","[Native] Add FeatureFlag to dispatch events with instance currentTarget","TheSavior","https://github.com/facebook/react/pull/17345","Merged","11/11/2019 19:24:55",,"[""sebmarkbage""]"
"3887","[Native] If statement cleanup for null targets","TheSavior","https://github.com/facebook/react/pull/17346","Merged","11/11/2019 20:50:28",,"[""sebmarkbage""]"
"3888","[Bugfix] Passive effects triggered by synchronous renders in a multi-root app","acdlite","https://github.com/facebook/react/pull/17347","Merged","12/11/2019 03:06:20",,"[""gaearon"", ""sebmarkbage"", ""lunaruan""]"
"3889","perf: list not need dots","thaycacac","https://github.com/facebook/react/pull/17348","Closed","12/11/2019 08:44:31",,"[]"
"3890","feat: Add useHydrateableEffect","eps1lon","https://github.com/facebook/react/pull/17350","Closed","12/11/2019 15:47:51",,"[]"
"3891","[react-interactions] Refine custom active element blur logic","trueadm","https://github.com/facebook/react/pull/17354","Merged","13/11/2019 11:12:32",,"[""necolas"", ""tatermelon"", ""threepointone"", ""sebmarkbage"", ""gaearon"", ""acdlite"", ""bvaughn"", ""lunaruan""]"
"3892","[Docs] Render null returns noscript now","chenglou","https://github.com/facebook/react/pull/1736","Closed","23/6/2014 20:16:04",,"[]"
"3893","Update Prettier parser name","lewislbr","https://github.com/facebook/react/pull/17362","Closed","14/11/2019 08:34:34",,"[]"
"3894","[react-interactions] Follow up active element blur logic","trueadm","https://github.com/facebook/react/pull/17364","Merged","14/11/2019 11:41:16",,"[""threepointone"", ""necolas""]"
"3895","[react-interactions] Enable event system before dispatching blur","trueadm","https://github.com/facebook/react/pull/17365","Merged","14/11/2019 13:33:46",,"[""threepointone""]"
"3896","[react-interactions] additional check to avoid middle clicks triggering press","Ambroos","https://github.com/facebook/react/pull/17367","Closed","14/11/2019 15:07:44",,"[""necolas""]"
"3897","[Fast Refresh] Fix for intentional unmounts after an error","rickhanlonii","https://github.com/facebook/react/pull/17368","Merged","14/11/2019 18:19:48",,"[""gaearon""]"
"3898","Added unstable_do_not_use_getDOMNodes to Suspense boundaries","lunaruan","https://github.com/facebook/react/pull/17369","Closed","14/11/2019 21:31:58",,"[""necolas"", ""acdlite"", ""sebmarkbage""]"
"3899","Remove timing metrics from Transaction","sophiebits","https://github.com/facebook/react/pull/1737","Merged","24/6/2014 03:32:48",,"[]"
"3900","Changelog for 16.12","lunaruan","https://github.com/facebook/react/pull/17370","Closed","14/11/2019 22:57:16",,"[""gaearon""]"
"3901","[react-interactions] Fix unattached fiber bug","trueadm","https://github.com/facebook/react/pull/17371","Merged","15/11/2019 00:35:28",,"[""sebmarkbage"", ""bvaughn"", ""acdlite""]"
"3902","[Flight] Move Flight DOM to a Webpack Specific Package","sebmarkbage","https://github.com/facebook/react/pull/17372","Merged","15/11/2019 07:31:12",,"[""gaearon""]"
"3903","[react-interactions] FocusWithin beforeblur propagation fix","trueadm","https://github.com/facebook/react/pull/17375","Merged","15/11/2019 11:56:37",,"[""threepointone""]"
"3904","Add Webpack as devDependency","sebmarkbage","https://github.com/facebook/react/pull/17379","Merged","15/11/2019 21:54:15",,"[""acdlite"", ""bvaughn"", ""gaearon""]"
"3905","Add missing markerStart, markerMid, markerEnd SVG attributes","cassus","https://github.com/facebook/react/pull/1738","Merged","24/6/2014 09:20:24",,"[]"
"3906","Update Fixtures to use new APIs","sebmarkbage","https://github.com/facebook/react/pull/17380","Merged","15/11/2019 22:30:53",,"[""gaearon"", ""bvaughn"", ""acdlite""]"
"3907","[Bugfix] Pending state is always user-blocking","acdlite","https://github.com/facebook/react/pull/17382","Merged","15/11/2019 23:28:54",,"[""sebmarkbage"", ""gaearon"", ""lunaruan""]"
"3908","[react-test-renderer] Silence error boundary console logs","milesj","https://github.com/facebook/react/pull/17383","Closed","16/11/2019 01:48:49",,"[""gaearon""]"
"3909","Update eslint rule exhaustive deps to use new suggestions feature","wdoug","https://github.com/facebook/react/pull/17385","Merged","16/11/2019 05:11:53",,"[]"
"3910","Make Warning for Uncontrolled/Controlled Inputs Clearer","codingnspace","https://github.com/facebook/react/pull/17390","Closed","17/11/2019 19:28:53",,"[]"
"3911","Forgot to mark test as experimental","acdlite","https://github.com/facebook/react/pull/17391","Merged","17/11/2019 21:34:59",,"[""threepointone""]"
"3912","[react-interactions] Rename Flare listeners prop to DEPRECATED_flareListeners","trueadm","https://github.com/facebook/react/pull/17394","Merged","18/11/2019 11:46:02",,"[""threepointone"", ""sebmarkbage"", ""necolas"", ""gaearon""]"
"3913","[Flight] Chunks API","sebmarkbage","https://github.com/facebook/react/pull/17398","Merged","18/11/2019 21:49:28",,"[""acdlite"", ""gaearon"", ""josephsavona""]"
"3914","Remove unused properties from ReactMount","sophiebits","https://github.com/facebook/react/pull/1741","Merged","25/6/2014 05:04:33",,"[]"
"3915","useTransition improvements","acdlite","https://github.com/facebook/react/pull/17411","Closed","20/11/2019 22:44:08",,"[""sebmarkbage"", ""lunaruan""]"
"3916","Make HostComponent inexact","TheSavior","https://github.com/facebook/react/pull/17412","Merged","20/11/2019 22:57:18",,"[""gaearon""]"
"3917","[Fresh] Fix an infinite loop in an edge case","gaearon","https://github.com/facebook/react/pull/17414","Merged","21/11/2019 02:39:43",,"[""nihgwu"", ""threepointone"", ""bvaughn"", ""acdlite""]"
"3918","useTransition improvements","acdlite","https://github.com/facebook/react/pull/17418","Closed","21/11/2019 06:53:59",,"[]"
"3919","Allow for custom fallback tags.","leebyron","https://github.com/facebook/react/pull/1742","Closed","26/6/2014 00:40:48",,"[]"
"3920","[react-interactions] Fix memory leak in event responder system","trueadm","https://github.com/facebook/react/pull/17421","Merged","21/11/2019 12:17:58",,"[""gaearon"", ""sebmarkbage"", ""threepointone""]"
"3921","[react-interactions] Refine virtual click detection for FF+JAWS","trueadm","https://github.com/facebook/react/pull/17422","Merged","21/11/2019 12:31:45",,"[""threepointone"", ""necolas"", ""tatermelon""]"
"3922","fix(ReactElement): display warning for reserved default props","bpas247","https://github.com/facebook/react/pull/17427","Closed","21/11/2019 20:36:23",,"[""53jk1"", ""gaearon""]"
"3923","Update release script URL","acdlite","https://github.com/facebook/react/pull/17428","Merged","21/11/2019 21:06:20",,"[""threepointone""]"
"3924","[Bugfix] Updates ""un-committed"" when rebasing","acdlite","https://github.com/facebook/react/pull/17430","Closed","21/11/2019 22:22:21",,"[""sebmarkbage""]"
"3925","Remove redundant code","camjc","https://github.com/facebook/react/pull/17437","Closed","23/11/2019 00:12:35",,"[]"
"3926","[Fresh] Make all errors recoverable","gaearon","https://github.com/facebook/react/pull/17438","Merged","23/11/2019 03:50:07",,"[""bvaughn"", ""threepointone"", ""acdlite"", ""rickhanlonii""]"
"3927","react-test-renderer: improve findByType() error message","henryqdineen","https://github.com/facebook/react/pull/17439","Merged","23/11/2019 05:16:51",,"[""jen801"", ""threepointone"", ""gaearon""]"
"3928","Fix missed warning when passing a function (issue 16573)","simbathesailor","https://github.com/facebook/react/pull/17443","Closed","24/11/2019 08:28:59",,"[""gaearon""]"
"3929","Add ESM artifacts to build outputs","darthtrevino","https://github.com/facebook/react/pull/17453","Closed","25/11/2019 20:38:43",,"[""TrySound""]"
"3930","Adjust SuspenseList CPU bound heuristic","sebmarkbage","https://github.com/facebook/react/pull/17455","Merged","26/11/2019 02:50:13",,"[""acdlite"", ""gaearon""]"
"3931","Don't group Idle/Offscreen work with other work","sebmarkbage","https://github.com/facebook/react/pull/17456","Merged","26/11/2019 03:20:08",,"[""acdlite"", ""threepointone""]"
"3932","test","550406066","https://github.com/facebook/react/pull/17462","Closed","26/11/2019 12:41:06",,"[]"
"3933","Remove workInProgressRootLatestSuspenseTimeout","lunaruan","https://github.com/facebook/react/pull/17469","Closed","27/11/2019 01:09:53",,"[""sebmarkbage"", ""acdlite""]"
"3934","{Blog] Community Round-up #19","chenglou","https://github.com/facebook/react/pull/1747","Merged","26/6/2014 20:54:06",,"[]"
"3935","Fix appearance of devtool scrollbar in darkmode","eoandersson","https://github.com/facebook/react/pull/17471","Closed","27/11/2019 08:43:46",,"[""bvaughn""]"
"3936","Remove dependency on local git checkout from build process","bvaughn","https://github.com/facebook/react/pull/17475","Merged","27/11/2019 15:35:55",,"[""threepointone"", ""lunaruan""]"
"3937","Change DevTools hook warning message","gaearon","https://github.com/facebook/react/pull/17478","Merged","27/11/2019 21:01:26",,"[""bvaughn""]"
"3938","Change community roundup 19's React Bootstrap author to @stevoland","pieterv","https://github.com/facebook/react/pull/1748","Merged","26/6/2014 22:10:57",,"[]"
"3939","Use fewer global variables in Hooks","sebmarkbage","https://github.com/facebook/react/pull/17480","Merged","28/11/2019 03:48:32",,"[""acdlite""]"
"3940","Hooks Refactor Update Queue by Cloning Rebased Updates","sebmarkbage","https://github.com/facebook/react/pull/17483","Closed","28/11/2019 08:57:29",,"[""acdlite""]"
"3941","Remove renderPhaseUpdates Map","sebmarkbage","https://github.com/facebook/react/pull/17484","Merged","28/11/2019 09:53:30",,"[""acdlite""]"
"3942","Fixed changelog formatting","dance2die","https://github.com/facebook/react/pull/17487","Merged","28/11/2019 19:57:23",,"[""threepointone""]"
"3943","Fix string object rendering","kunukn","https://github.com/facebook/react/pull/17493","Closed","29/11/2019 20:15:02",,"[""threepointone"", ""aweary""]"
"3944","add 'rollup-plugin-json-parse'","tjenkinson","https://github.com/facebook/react/pull/17496","Closed","1/12/2019 17:10:03",,"[]"
"3945","Fix to sample code for href in ReactPropTypes","protron","https://github.com/facebook/react/pull/1750","Merged","27/6/2014 14:50:21",,"[]"
"3946","Remove case that only exists for createBatch","sebmarkbage","https://github.com/facebook/react/pull/17506","Merged","3/12/2019 02:54:30",,"[""acdlite""]"
"3947","[react-interactions] Add experimental ReactDOM Listener API","trueadm","https://github.com/facebook/react/pull/17508","Closed","3/12/2019 11:41:06",,"[""necolas"", ""giuseppeg"", ""ayoubME"", ""threepointone"", ""bvaughn"", ""sebmarkbage"", ""gaearon"", ""lunaruan"", ""acdlite""]"
"3948","Refactor legacy update queue","acdlite","https://github.com/facebook/react/pull/17510","Closed","3/12/2019 15:47:24",,"[""sebmarkbage""]"
"3949","[react-interactions] Upgrade passive event listeners to active listeners","trueadm","https://github.com/facebook/react/pull/17513","Merged","3/12/2019 20:58:24",,"[""necolas"", ""sebmarkbage"", ""threepointone"", ""gaearon"", ""bvaughn"", ""acdlite""]"
"3950","[react-interactions] Move Flare event registration to commit phase","trueadm","https://github.com/facebook/react/pull/17518","Merged","4/12/2019 01:56:44",,"[""sebmarkbage"", ""necolas""]"
"3951","Revert Rerender Error Check","sebmarkbage","https://github.com/facebook/react/pull/17519","Merged","4/12/2019 07:05:27",,"[""acdlite""]"
"3952","Add DEV warning for when a non-function is passed to useMemo","duanebester","https://github.com/facebook/react/pull/17529","Closed","4/12/2019 19:29:18",,"[""acdlite"", ""gaearon""]"
"3953","Replace wrap-warning-with-env-check with an eslint plugin","walaura","https://github.com/facebook/react/pull/17536","Closed","5/12/2019 13:51:16",,"[""gaearon"", ""philipp-spiess"", ""acdlite""]"
"3954","HostText needs to copy over from current if it is unchanged","sebmarkbage","https://github.com/facebook/react/pull/17538","Merged","6/12/2019 01:29:26",,"[""gaearon"", ""acdlite""]"
"3955","Added option to define a fallback class in case all values return false.","sebmak","https://github.com/facebook/react/pull/1754","Closed","27/6/2014 17:39:13",,"[]"
"3956","Replace wrap-warning-with-env-check with an eslint plugin","walaura","https://github.com/facebook/react/pull/17540","Merged","6/12/2019 16:55:29",,"[""gaearon""]"
"3957","Distinguish between an empty slot and a mismatch","jddxf","https://github.com/facebook/react/pull/17541","Closed","6/12/2019 17:13:21",,"[""gaearon""]"
"3958","Move scheduleHydration to root prototype","sebmarkbage","https://github.com/facebook/react/pull/17542","Closed","6/12/2019 20:31:49",,"[""gaearon"", ""acdlite""]"
"3959","Fix comments typos","nicksp","https://github.com/facebook/react/pull/17550","Merged","9/12/2019 00:28:00",,"[""gc"", ""bvaughn"", ""jawadulhassan""]"
"3960","[react-interactions] fix Press/Tap behavior for virtual middle clicks","necolas","https://github.com/facebook/react/pull/17554","Merged","9/12/2019 12:55:41",,"[""trueadm""]"
"3961","[react-interactions] Remove Focus/FocusWithin root event types","trueadm","https://github.com/facebook/react/pull/17555","Merged","9/12/2019 14:14:33",,"[""necolas""]"
"3962","React.unstable_avoidThisRender()","threepointone","https://github.com/facebook/react/pull/17556","Closed","9/12/2019 18:14:19",,"[""sebmarkbage"", ""acdlite""]"
"3963","Initialize update queue object on mount","acdlite","https://github.com/facebook/react/pull/17560","Merged","9/12/2019 23:12:13",,"[""nicksp"", ""sebmarkbage""]"
"3964","Two","kambleaa007","https://github.com/facebook/react/pull/17566","Closed","10/12/2019 10:24:59",,"[]"
"3965","Show component location for selected element in bottom/right of props panel","bvaughn","https://github.com/facebook/react/pull/17567","Merged","10/12/2019 16:50:55",,"[""threepointone"", ""gaearon""]"
"3966","Remove the condition argument from warning()","walaura","https://github.com/facebook/react/pull/17568","Merged","10/12/2019 17:56:29",,"[""gaearon""]"
"3967","Check ReactChildren.{map, forEach} callback argument","gasi","https://github.com/facebook/react/pull/1757","Closed","28/6/2014 22:44:26",,"[]"
"3968","[react-interactions] Remove responder root event types + revert #17518.","trueadm","https://github.com/facebook/react/pull/17577","Merged","11/12/2019 14:16:24",,"[""necolas"", ""sebmarkbage""]"
"3969","Improved inspected element props with inline previews","bvaughn","https://github.com/facebook/react/pull/17579","Merged","12/12/2019 00:08:19",,"[""gaearon"", ""threepointone"", ""trueadm""]"
"3970","Add ReactUpdates.setImmediate for async callbacks","sophiebits","https://github.com/facebook/react/pull/1758","Merged","28/6/2014 23:49:58",,"[]"
"3971","Hold on to the lastNativeEvent weakly so as not to retain fibers belonging to long-ago unmounted DOM nodes","steveluscher","https://github.com/facebook/react/pull/17582","Closed","12/12/2019 01:55:43",,"[""necolas"", ""bgirard"", ""trueadm""]"
"3972","Fix for the standalone devtools not responding to clicks.","cwatson88","https://github.com/facebook/react/pull/17584","Merged","12/12/2019 12:09:28",,"[""bvaughn""]"
"3973","[react-events] Remove lastNativeEvent in favor of EventSystemFlags","trueadm","https://github.com/facebook/react/pull/17585","Merged","12/12/2019 13:36:51",,"[""sebmarkbage"", ""necolas"", ""gaearon""]"
"3974","Add component stacks to (almost) all warnings","gaearon","https://github.com/facebook/react/pull/17586","Merged","12/12/2019 14:25:12",,"[""bvaughn"", ""sebmarkbage""]"
"3975","ignore me","gaearon","https://github.com/facebook/react/pull/17587","Closed","12/12/2019 18:01:08",,"[]"
"3976","Improved selection and toggling for props/hooks/state","bvaughn","https://github.com/facebook/react/pull/17588","Merged","12/12/2019 19:15:24",,"[""gaearon"", ""threepointone"", ""acdlite""]"
"3977","[react-interactions] Mock touchend event should use empty array for ""touches""","necolas","https://github.com/facebook/react/pull/17589","Merged","12/12/2019 20:29:57",,"[""trueadm""]"
"3978","Use setImmediate to defer value restoration","sophiebits","https://github.com/facebook/react/pull/1759","Merged","28/6/2014 23:58:51",,"[]"
"3979","Remove unstable_withSuspenseConfig","acdlite","https://github.com/facebook/react/pull/17591","Closed","13/12/2019 01:13:43",,"[""Jessidhia"", ""sebmarkbage""]"
"3980","Use console directly instead of warning() modules","gaearon","https://github.com/facebook/react/pull/17599","Merged","13/12/2019 19:57:56",,"[""bvaughn"", ""walaura"", ""sebmarkbage"", ""acdlite"", ""trueadm""]"
"3981","Add datetime to the list of known DOM attributes","andreypopp","https://github.com/facebook/react/pull/176","Merged","7/7/2013 20:14:56",,"[]"
"3982","Add --harmony option to live JSX compiler page","sophiebits","https://github.com/facebook/react/pull/1760","Merged","29/6/2014 00:29:50",,"[]"
"3983","Use matching test command for equivalence tests","gaearon","https://github.com/facebook/react/pull/17604","Merged","14/12/2019 17:46:21",,"[]"
"3984","Rename toWarnDev -> toErrorDev, toLowPriorityWarnDev -> toWarnDev","gaearon","https://github.com/facebook/react/pull/17605","Merged","14/12/2019 18:24:30",,"[""necolas"", ""bvaughn""]"
"3985","DevTools context menu","bvaughn","https://github.com/facebook/react/pull/17608","Merged","15/12/2019 00:20:09",,"[""trueadm"", ""Fausto95"", ""threepointone"", ""lunaruan"", ""gaearon""]"
"3986","Support ReactLink on select elements with multiple set","BinaryMuse","https://github.com/facebook/react/pull/1761","Closed","29/6/2014 05:19:12",,"[]"
"3987","fix(dev-tools): fix show correct displayName with forwardRef in Dev Tools","zthxxx","https://github.com/facebook/react/pull/17613","Merged","15/12/2019 14:12:24",,"[""nihgwu"", ""bvaughn""]"
"3988","[react-interactions] Event testing library improvements","necolas","https://github.com/facebook/react/pull/17614","Merged","15/12/2019 22:23:12",,"[""trueadm""]"
"3989","Use zero-fill right shift instead of Math.floor","yisar","https://github.com/facebook/react/pull/17616","Merged","16/12/2019 06:20:57",,"[]"
"3990","Test if circleci has problems with branch name","necolas","https://github.com/facebook/react/pull/17622","Closed","16/12/2019 18:28:15",,"[]"
"3991","Revert ""Remove renderPhaseUpdates Map""","gaearon","https://github.com/facebook/react/pull/17623","Merged","16/12/2019 18:43:36",,"[""acdlite"", ""sebmarkbage""]"
"3992","Remove renderPhaseUpdates Map","acdlite","https://github.com/facebook/react/pull/17625","Merged","16/12/2019 19:18:27",,"[""sebmarkbage""]"
"3993","[Docs] Put tutorial up-to-date with the code","chenglou","https://github.com/facebook/react/pull/1763","Merged","30/6/2014 04:47:23",,"[]"
"3994","Fix test_build_devtools CI job to run test-build-devtools","gaearon","https://github.com/facebook/react/pull/17631","Merged","16/12/2019 23:09:09",,"[""bvaughn""]"
"3995","Additional test infra changes for toErrorDev rename","gaearon","https://github.com/facebook/react/pull/17632","Merged","17/12/2019 00:48:42",,"[""bvaughn""]"
"3996","[Fast Refresh] Support injecting runtime after renderer executes","gaearon","https://github.com/facebook/react/pull/17633","Merged","17/12/2019 01:12:45",,"[""mxmul"", ""trueadm"", ""bvaughn""]"
"3997","Fix missing stacks in WWW warnings","gaearon","https://github.com/facebook/react/pull/17638","Merged","17/12/2019 15:15:39",,"[""trueadm""]"
"3998","[Don't merge] Test CI","gaearon","https://github.com/facebook/react/pull/17639","Closed","17/12/2019 18:09:29",,"[]"
"3999","Move DevTools CI job to experimental workflow","gaearon","https://github.com/facebook/react/pull/17640","Merged","17/12/2019 18:14:18",,"[]"
"4000","Build FB RN targets only in experimental mode","gaearon","https://github.com/facebook/react/pull/17641","Merged","17/12/2019 19:03:20",,"[""bvaughn"", ""acdlite""]"
"4001","Added more forwardRef test cases for DevTools","bvaughn","https://github.com/facebook/react/pull/17642","Merged","17/12/2019 19:46:56",,"[""gaearon"", ""threepointone""]"
"4002","Add DevTool Extensions Inspected Panel x-direction scrollbar","moonrailgun","https://github.com/facebook/react/pull/17643","Closed","18/12/2019 02:28:38",,"[]"
"4003","[react-interactions] Re-label Flare as deprecated and remove from RN","trueadm","https://github.com/facebook/react/pull/17644","Merged","18/12/2019 09:57:30",,"[""threepointone"", ""necolas"", ""bvaughn"", ""sebmarkbage"", ""gaearon"", ""lunaruan"", ""acdlite""]"
"4004","Add a regression test for switching from Fragment to a component","gaearon","https://github.com/facebook/react/pull/17647","Merged","18/12/2019 14:48:49",,"[""sebmarkbage""]"
"4005","Favor fallthrough switch instead of case statements for work tags","sebmarkbage","https://github.com/facebook/react/pull/17648","Merged","18/12/2019 15:33:09",,"[""gaearon"", ""acdlite""]"
"4006","[Docs] Fix tutorial line highlights, revert ajax in cb","chenglou","https://github.com/facebook/react/pull/1765","Merged","30/6/2014 07:56:13",,"[]"
"4007","[react-interactions] Add Listener API + useEvent hook","trueadm","https://github.com/facebook/react/pull/17651","Closed","18/12/2019 19:19:12",,"[""bvaughn"", ""necolas"", ""simbathesailor"", ""konekoya"", ""threepointone"", ""sebmarkbage"", ""lunaruan"", ""acdlite"", ""gaearon""]"
